region,month,month_name,year,predicted_cases,lower_bound,upper_bound,hotspot_flag,hotspot_label,threshold_80pct,period
Rwenzori West,9,Sep,2026,9670.2,9101.3,10247.3,0,🔵 Normal,10101.8,Sep 2026
Rwenzori West,10,Oct,2026,9667.4,9098.5,10244.5,0,🔵 Normal,10101.8,Oct 2026
Rwenzori West,11,Nov,2026,9438.4,8869.5,10015.5,0,🔵 Normal,10101.8,Nov 2026
Rwenzori West,12,Dec,2026,9550.1,8981.3,10127.3,0,🔵 Normal,10101.8,Dec 2026
Rwenzori West,1,Jan,2027,9273.9,8705.0,9851.0,0,🔵 Normal,10101.8,Jan 2027
Rwenzori West,2,Feb,2027,9401.8,8832.9,9978.9,0,🔵 Normal,10101.8,Feb 2027
Rwenzori West,3,Mar,2027,9508.9,8940.0,10086.0,0,🔵 Normal,10101.8,Mar 2027
Rwizi,4,Apr,2026,17367.0,16798.1,17944.1,1,🔴 HOTSPOT,10101.8,Apr 2026
Rwizi,5,May,2026,16900.0,16331.2,17477.2,1,🔴 HOTSPOT,10101.8,May 2026
Rwizi,6,Jun,2026,17129.5,16560.6,17706.6,1,🔴 HOTSPOT,10101.8,Jun 2026
Rwizi,7,Jul,2026,17729.2,17160.4,18306.4,1,🔴 HOTSPOT,10101.8,Jul 2026
Rwizi,8,Aug,2026,17279.3,16710.4,17856.4,1,🔴 HOTSPOT,10101.8,Aug 2026
Rwizi,9,Sep,2026,17258.6,16689.8,17835.8,1,🔴 HOTSPOT,10101.8,Sep 2026
Rwizi,10,Oct,2026,16982.3,16413.5,17559.5,1,🔴 HOTSPOT,10101.8,Oct 2026
Rwizi,11,Nov,2026,16898.0,16329.1,17475.1,1,🔴 HOTSPOT,10101.8,Nov 2026
Rwizi,12,Dec,2026,17158.8,16589.9,17735.9,1,🔴 HOTSPOT,10101.8,Dec 2026
Rwizi,1,Jan,2027,16693.6,16124.8,17270.8,1,🔴 HOTSPOT,10101.8,Jan 2027
Rwizi,2,Feb,2027,16595.2,16026.4,17172.4,1,🔴 HOTSPOT,10101.8,Feb 2027
Rwizi,3,Mar,2027,15699.7,15130.9,16276.9,1,🔴 HOTSPOT,10101.8,Mar 2027
Savannah,4,Apr,2026,6316.6,5747.7,6893.7,0,🔵 Normal,10101.8,Apr 2026
Savannah,5,May,2026,6312.5,5743.6,6889.6,0,🔵 Normal,10101.8,May 2026
Savannah,6,Jun,2026,6308.2,5739.4,6885.4,0,🔵 Normal,10101.8,Jun 2026
Savannah,7,Jul,2026,6304.6,5735.7,6881.7,0,🔵 Normal,10101.8,Jul 2026
Savannah,8,Aug,2026,6264.9,5696.0,6842.0,0,🔵 Normal,10101.8,Aug 2026
Savannah,9,Sep,2026,6280.3,5711.5,6857.5,0,🔵 Normal,10101.8,Sep 2026
Savannah,10,Oct,2026,6208.8,5639.9,6785.9,0,🔵 Normal,10101.8,Oct 2026
Savannah,11,Nov,2026,6267.0,5698.1,6844.2,0,🔵 Normal,10101.8,Nov 2026
Savannah,12,Dec,2026,6231.9,5663.0,6809.0,0,🔵 Normal,10101.8,Dec 2026
Savannah,1,Jan,2027,6309.7,5740.8,6886.8,0,🔵 Normal,10101.8,Jan 2027
Savannah,2,Feb,2027,6308.3,5739.4,6885.5,0,🔵 Normal,10101.8,Feb 2027
Savannah,3,Mar,2027,6409.9,5841.0,6987.1,0,🔵 Normal,10101.8,Mar 2027
Sezibwa,4,Apr,2026,4882.7,4313.8,5459.9,0,🔵 Normal,10101.8,Apr 2026
Sezibwa,5,May,2026,4908.2,4339.3,5485.3,0,🔵 Normal,10101.8,May 2026
Sezibwa,6,Jun,2026,4942.4,4373.5,5519.6,0,🔵 Normal,10101.8,Jun 2026
Sezibwa,7,Jul,2026,4904.2,4335.4,5481.4,0,🔵 Normal,10101.8,Jul 2026
Sezibwa,8,Aug,2026,4865.9,4297.0,5443.0,0,🔵 Normal,10101.8,Aug 2026
Sezibwa,9,Sep,2026,4816.7,4247.8,5393.9,0,🔵 Normal,10101.8,Sep 2026
Sezibwa,10,Oct,2026,4791.5,4222.6,5368.6,0,🔵 Normal,10101.8,Oct 2026
Sezibwa,11,Nov,2026,4859.6,4290.7,5436.7,0,🔵 Normal,10101.8,Nov 2026
Sezibwa,12,Dec,2026,4876.3,4307.4,5453.4,0,🔵 Normal,10101.8,Dec 2026
Sezibwa,1,Jan,2027,4907.4,4338.5,5484.5,0,🔵 Normal,10101.8,Jan 2027
Sezibwa,2,Feb,2027,4879.3,4310.4,5456.5,0,🔵 Normal,10101.8,Feb 2027
Sezibwa,3,Mar,2027,4885.7,4316.9,5462.9,0,🔵 Normal,10101.8,Mar 2027
Sipi,4,Apr,2026,6462.6,5893.8,7039.8,0,🔵 Normal,10101.8,Apr 2026
Sipi,5,May,2026,6424.0,5855.2,7001.2,0,🔵 Normal,10101.8,May 2026
Sipi,6,Jun,2026,6285.0,5716.1,6862.1,0,🔵 Normal,10101.8,Jun 2026
Sipi,7,Jul,2026,6312.1,5743.2,6889.2,0,🔵 Normal,10101.8,Jul 2026
Sipi,8,Aug,2026,6287.3,5718.4,6864.4,0,🔵 Normal,10101.8,Aug 2026
Sipi,9,Sep,2026,6323.7,5754.9,6900.9,0,🔵 Normal,10101.8,Sep 2026
Sipi,10,Oct,2026,6276.8,5707.9,6853.9,0,🔵 Normal,10101.8,Oct 2026
Sipi,11,Nov,2026,6297.1,5728.2,6874.3,0,🔵 Normal,10101.8,Nov 2026
Sipi,12,Dec,2026,6322.1,5753.2,6899.2,0,🔵 Normal,10101.8,Dec 2026
Sipi,1,Jan,2027,6425.3,5856.4,7002.5,0,🔵 Normal,10101.8,Jan 2027
Sipi,2,Feb,2027,6472.7,5903.9,7049.9,0,🔵 Normal,10101.8,Feb 2027
Sipi,3,Mar,2027,6567.3,5998.4,7144.4,0,🔵 Normal,10101.8,Mar 2027
Wamala,4,Apr,2026,7582.6,7013.7,8159.7,0,🔵 Normal,10101.8,Apr 2026
Wamala,5,May,2026,7618.7,7049.8,8195.8,0,🔵 Normal,10101.8,May 2026
Wamala,6,Jun,2026,7333.9,6765.0,7911.1,0,🔵 Normal,10101.8,Jun 2026
Wamala,7,Jul,2026,7536.2,6967.4,8113.4,0,🔵 Normal,10101.8,Jul 2026
Wamala,8,Aug,2026,7558.1,6989.2,8135.2,0,🔵 Normal,10101.8,Aug 2026
Wamala,9,Sep,2026,7522.2,6953.3,8099.4,0,🔵 Normal,10101.8,Sep 2026
Wamala,10,Oct,2026,7486.9,6918.0,8064.0,0,🔵 Normal,10101.8,Oct 2026
Wamala,11,Nov,2026,7476.6,6907.7,8053.7,0,🔵 Normal,10101.8,Nov 2026
Wamala,12,Dec,2026,7466.8,6897.9,8044.0,0,🔵 Normal,10101.8,Dec 2026
Wamala,1,Jan,2027,7570.2,7001.3,8147.3,0,🔵 Normal,10101.8,Jan 2027
Wamala,2,Feb,2027,7617.2,7048.3,8194.3,0,🔵 Normal,10101.8,Feb 2027
Wamala,3,Mar,2027,7645.6,7076.8,8222.8,0,🔵 Normal,10101.8,Mar 2027
West Nile,4,Apr,2026,6234.4,5665.5,6811.6,0,🔵 Normal,10101.8,Apr 2026
West Nile,5,May,2026,6171.3,5602.4,6748.4,0,🔵 Normal,10101.8,May 2026
West Nile,6,Jun,2026,6090.8,5521.9,6667.9,0,🔵 Normal,10101.8,Jun 2026
West Nile,7,Jul,2026,6203.5,5634.6,6780.6,0,🔵 Normal,10101.8,Jul 2026
West Nile,8,Aug,2026,6289.9,5721.0,6867.0,0,🔵 Normal,10101.8,Aug 2026
West Nile,9,Sep,2026,6422.0,5853.2,6999.2,0,🔵 Normal,10101.8,Sep 2026
West Nile,10,Oct,2026,6361.9,5793.1,6939.1,0,🔵 Normal,10101.8,Oct 2026
West Nile,11,Nov,2026,6292.3,5723.4,6869.4,0,🔵 Normal,10101.8,Nov 2026
West Nile,12,Dec,2026,6242.6,5673.7,6819.7,0,🔵 Normal,10101.8,Dec 2026
West Nile,1,Jan,2027,6285.2,5716.3,6862.3,0,🔵 Normal,10101.8,Jan 2027
West Nile,2,Feb,2027,6224.7,5655.8,6801.9,0,🔵 Normal,10101.8,Feb 2027
West Nile,3,Mar,2027,6359.5,5790.7,6936.7,0,🔵 Normal,10101.8,Mar 2027
